ID_Vente,CleDate,ID_Pharmacie,ID_Produit,UnitesVendues,RevenuEUR,CoutEUR,MargeEUR,Promo
V0007886,20230523,PH0001,PR0073,20,710.2,220.0,490.2,Oui
V0007887,20210211,PH0059,PR0036,14,461.72,237.72,224.0,Oui
V0007888,20201021,PH0048,PR0038,1,24.9,27.1,-2.2,Non
V0007889,20230121,PH0011,PR0080,16,790.4,149.92,640.48,Oui
V0007890,20230218,PH0075,PR0069,13,590.59,130.91,459.68,Non
V0007891,20230302,PH0051,PR0103,7,153.3,171.92,-18.62,Oui
V0007892,20210118,PH0022,PR0102,5,133.5,149.65,-16.15,Oui
V0007893,20210603,PH0041,PR0005,2,84.4,30.9,53.5,Non
V0007894,20200126,PH0060,PR0068,14,242.9,275.94,-33.04,Non
V0007895,20200616,PH0041,PR0046,19,314.07,534.28,-220.21,Oui
V0007896,20220915,PH0053,PR0011,18,840.78,389.88,450.9,Non
V0007897,20210928,PH0039,PR0085,14,613.76,388.5,225.26,Oui
V0007898,20200220,PH0047,PR0122,19,559.36,430.16,129.2,Oui
V0007899,20231121,PH0080,PR0081,1,20.86,19.42,1.44,Non
V0007900,20231114,PH0021,PR0049,12,63.12,306.48,-243.36,Non
V0007901,20230710,PH0057,PR0132,19,95.95,401.09,-305.14,Non
V0007902,20231012,PH0021,PR0028,20,276.6,339.8,-63.2,Non
V0007903,20220516,PH0052,PR0072,19,735.49,213.18,522.31,Non
V0007904,20210612,PH0052,PR0016,12,282.6,157.68,124.92,Oui
V0007905,20220813,PH0061,PR0027,12,543.12,143.16,399.96,Non
V0007906,20210213,PH0022,PR0135,5,208.95,115.45,93.5,Oui
V0007907,20210828,PH0041,PR0060,11,72.38,287.98,-215.6,Non
V0007908,20221006,PH0068,PR0020,3,91.38,23.46,67.92,Oui
V0007909,20220606,PH0064,PR0146,16,796.16,221.76,574.4,Non
V0007910,20230618,PH0004,PR0004,1,39.41,5.39,34.02,Non
V0007911,20210914,PH0061,PR0130,2,71.0,19.78,51.22,Oui
V0007912,20220217,PH0067,PR0094,12,158.16,295.44,-137.28,Oui
V0007913,20230117,PH0016,PR0036,2,65.96,33.96,32.0,Non
V0007914,20210627,PH0030,PR0134,1,9.11,18.44,-9.33,Oui
V0007915,20200403,PH0025,PR0035,17,762.11,478.04,284.07,Oui
V0007916,20210220,PH0024,PR0020,5,152.3,39.1,113.2,Non
V0007917,20230706,PH0040,PR0141,15,275.1,424.5,-149.4,Oui
V0007918,20230205,PH0006,PR0003,11,348.37,297.44,50.93,Non
V0007919,20221222,PH0009,PR0123,13,313.82,351.65,-37.83,Non
V0007920,20220705,PH0070,PR0062,20,938.0,454.4,483.6,Non
V0007921,20230201,PH0023,PR0037,18,714.06,420.12,293.94,Oui
V0007922,20231105,PH0056,PR0068,20,347.0,394.2,-47.2,Non
V0007923,20211119,PH0046,PR0123,15,362.1,405.75,-43.65,Non
V0007924,20210912,PH0041,PR0073,17,603.67,187.0,416.67,Non
V0007925,20220513,PH0014,PR0100,18,119.88,304.02,-184.14,Oui
V0007926,20210713,PH0024,PR0148,12,149.64,206.76,-57.12,Non
V0007927,20220207,PH0020,PR0083,6,296.82,60.18,236.64,Oui
V0007928,20210611,PH0034,PR0097,17,552.84,487.73,65.11,Oui
V0007929,20231111,PH0061,PR0080,13,642.2,121.81,520.39,Non
V0007930,20220928,PH0042,PR0045,5,234.6,78.8,155.8,Non
V0007931,20210223,PH0073,PR0101,10,126.9,231.6,-104.7,Non
V0007932,20220219,PH0029,PR0100,2,13.32,33.78,-20.46,Oui
V0007933,20200525,PH0064,PR0127,7,60.41,94.43,-34.02,Non
V0007934,20201011,PH0071,PR0053,8,377.04,233.6,143.44,Oui
V0007935,20220221,PH0040,PR0035,13,582.79,365.56,217.23,Oui
V0007936,20210629,PH0024,PR0131,17,706.01,330.31,375.7,Non
V0007937,20230529,PH0012,PR0048,17,806.65,122.06,684.59,Non
V0007938,20200531,PH0059,PR0001,20,567.8,534.8,33.0,Non
V0007939,20200216,PH0030,PR0055,17,117.98,317.56,-199.58,Non
V0007940,20211108,PH0077,PR0120,18,293.58,63.54,230.04,Non
V0007941,20210326,PH0039,PR0132,16,80.8,337.76,-256.96,Non
V0007942,20211007,PH0078,PR0104,7,102.55,93.52,9.03,Non
V0007943,20201017,PH0023,PR0032,10,117.3,163.5,-46.2,Oui
V0007944,20201018,PH0071,PR0117,16,684.32,256.48,427.84,Non
V0007945,20230913,PH0048,PR0089,11,61.82,205.15,-143.33,Non
V0007946,20220105,PH0072,PR0024,2,32.3,12.92,19.38,Oui
V0007947,20220105,PH0006,PR0003,1,31.67,27.04,4.63,Non
V0007948,20200829,PH0079,PR0031,4,35.92,65.24,-29.32,Oui
V0007949,20200817,PH0024,PR0039,20,507.0,589.0,-82.0,Oui
V0007950,20210117,PH0010,PR0141,4,73.36,113.2,-39.84,Oui
V0007951,20210307,PH0020,PR0049,20,105.2,510.8,-405.6,Oui
V0007952,20210128,PH0070,PR0126,3,28.56,20.01,8.55,Non
V0007953,20221031,PH0045,PR0038,6,149.4,162.6,-13.2,Oui
V0007954,20220702,PH0053,PR0137,12,76.92,198.24,-121.32,Non
V0007955,20200125,PH0058,PR0106,17,834.7,60.35,774.35,Non
V0007956,20200909,PH0029,PR0014,5,217.85,65.0,152.85,Non
V0007957,20220218,PH0060,PR0001,7,198.73,187.18,11.55,Non
V0007958,20201212,PH0078,PR0147,5,35.05,134.65,-99.6,Non
V0007959,20200402,PH0075,PR0011,10,467.1,216.6,250.5,Oui
V0007960,20200406,PH0057,PR0109,15,132.3,183.45,-51.15,Non
V0007961,20210411,PH0019,PR0081,1,20.86,19.42,1.44,Oui
V0007962,20220126,PH0036,PR0060,12,78.96,314.16,-235.2,Oui
V0007963,20231020,PH0075,PR0054,18,780.3,273.24,507.06,Oui
V0007964,20210304,PH0020,PR0114,15,127.35,116.1,11.25,Non
V0007965,20230826,PH0050,PR0112,12,516.72,55.44,461.28,Oui
V0007966,20200325,PH0014,PR0064,13,142.48,133.9,8.58,Oui
V0007967,20221002,PH0016,PR0085,11,482.24,305.25,176.99,Oui
V0007968,20211111,PH0072,PR0043,13,260.26,323.31,-63.05,Oui
V0007969,20201001,PH0076,PR0042,16,237.92,200.32,37.6,Non
V0007970,20221116,PH0066,PR0096,18,797.04,297.18,499.86,Non
V0007971,20231008,PH0033,PR0042,12,178.44,150.24,28.2,Oui
V0007972,20210426,PH0070,PR0011,3,140.13,64.98,75.15,Non
V0007973,20230203,PH0079,PR0141,19,348.46,537.7,-189.24,Non
V0007974,20220613,PH0016,PR0107,8,94.0,194.0,-100.0,Oui
V0007975,20200817,PH0068,PR0017,12,456.36,288.36,168.0,Non
V0007976,20230413,PH0031,PR0127,12,103.56,161.88,-58.32,Non
V0007977,20220502,PH0041,PR0023,19,931.57,169.48,762.09,Oui
V0007978,20210411,PH0058,PR0037,15,595.05,350.1,244.95,Non
V0007979,20230915,PH0042,PR0129,10,364.1,164.4,199.7,Oui
V0007980,20230202,PH0003,PR0116,8,181.36,179.44,1.92,Oui
V0007981,20231125,PH0059,PR0045,5,234.6,78.8,155.8,Non
V0007982,20230224,PH0057,PR0031,8,71.84,130.48,-58.64,Non
V0007983,20220524,PH0072,PR0040,4,137.28,53.04,84.24,Oui
V0007984,20200601,PH0024,PR0048,1,47.45,7.18,40.27,Non
V0007985,20230903,PH0007,PR0088,5,200.7,129.15,71.55,Non
V0007986,20220505,PH0039,PR0105,2,17.6,45.8,-28.2,Oui
V0007987,20201013,PH0009,PR0060,11,72.38,287.98,-215.6,Non
V0007988,20220106,PH0045,PR0044,3,90.36,20.1,70.26,Non
V0007989,20230901,PH0077,PR0065,1,14.5,25.13,-10.63,Non
V0007990,20201122,PH0002,PR0059,9,323.28,58.5,264.78,Non
V0007991,20230721,PH0019,PR0138,6,163.02,179.88,-16.86,Oui
V0007992,20211210,PH0039,PR0101,6,76.14,138.96,-62.82,Oui
V0007993,20231127,PH0001,PR0100,20,133.2,337.8,-204.6,Oui
V0007994,20200530,PH0057,PR0141,3,55.02,84.9,-29.88,Oui
V0007995,20200419,PH0049,PR0042,10,148.7,125.2,23.5,Oui
V0007996,20201002,PH0020,PR0073,13,461.63,143.0,318.63,Oui
V0007997,20200717,PH0037,PR0103,8,175.2,196.48,-21.28,Oui
V0007998,20200726,PH0019,PR0111,14,564.34,47.32,517.02,Non
V0007999,20201201,PH0033,PR0026,12,460.44,194.04,266.4,Non
V0008000,20201117,PH0042,PR0029,17,681.7,223.21,458.49,Oui
V0008001,20220305,PH0036,PR0141,20,366.8,566.0,-199.2,Non
V0008002,20220818,PH0067,PR0094,15,197.7,369.3,-171.6,Non
V0008003,20221025,PH0059,PR0016,20,471.0,262.8,208.2,Non
V0008004,20210501,PH0052,PR0035,11,493.13,309.32,183.81,Oui
V0008005,20210416,PH0035,PR0008,10,366.4,173.6,192.8,Oui
V0008006,20231113,PH0065,PR0036,12,395.76,203.76,192.0,Oui
V0008007,20200510,PH0080,PR0110,5,64.55,46.05,18.5,Non
V0008008,20221222,PH0008,PR0057,11,413.38,63.36,350.02,Non
V0008009,20210530,PH0021,PR0036,6,197.88,101.88,96.0,Non
V0008010,20230411,PH0016,PR0047,6,79.2,60.36,18.84,Non
V0008011,20200419,PH0074,PR0147,11,77.11,296.23,-219.12,Non
V0008012,20230824,PH0051,PR0108,6,94.62,40.62,54.0,Non
V0008013,20230418,PH0023,PR0141,19,348.46,537.7,-189.24,Oui
V0008014,20200908,PH0050,PR0010,14,635.46,133.14,502.32,Oui
V0008015,20200713,PH0049,PR0142,9,269.55,168.93,100.62,Oui
V0008016,20221006,PH0080,PR0096,2,88.56,33.02,55.54,Non
V0008017,20230621,PH0012,PR0058,12,527.28,108.0,419.28,Oui
V0008018,20220406,PH0024,PR0110,15,193.65,138.15,55.5,Non
V0008019,20231013,PH0044,PR0121,8,194.16,93.6,100.56,Oui
V0008020,20210716,PH0080,PR0139,6,112.92,168.78,-55.86,Non
V0008021,20210326,PH0073,PR0143,20,314.0,272.8,41.2,Non
V0008022,20210725,PH0065,PR0117,14,598.78,224.42,374.36,Non
V0008023,20211209,PH0039,PR0083,9,445.23,90.27,354.96,Non
V0008024,20211205,PH0061,PR0097,12,390.24,344.28,45.96,Oui
V0008025,20201009,PH0042,PR0020,7,213.22,54.74,158.48,Non
V0008026,20210721,PH0034,PR0126,11,104.72,73.37,31.35,Non
V0008027,20210915,PH0077,PR0021,12,238.2,117.6,120.6,Oui
V0008028,20230102,PH0046,PR0064,17,186.32,175.1,11.22,Oui
V0008029,20200422,PH0038,PR0104,19,278.35,253.84,24.51,Oui
V0008030,20220819,PH0055,PR0048,8,379.6,57.44,322.16,Oui
V0008031,20231129,PH0052,PR0139,9,169.38,253.17,-83.79,Oui
V0008032,20221120,PH0043,PR0121,7,169.89,81.9,87.99,Oui
V0008033,20200621,PH0052,PR0019,4,91.84,98.52,-6.68,Oui
V0008034,20210706,PH0074,PR0103,7,153.3,171.92,-18.62,Oui
V0008035,20230511,PH0050,PR0107,17,199.75,412.25,-212.5,Oui
V0008036,20201124,PH0047,PR0031,3,26.94,48.93,-21.99,Oui
V0008037,20211107,PH0069,PR0132,12,60.6,253.32,-192.72,Oui
V0008038,20210118,PH0037,PR0009,4,160.76,89.52,71.24,Oui
V0008039,20200311,PH0030,PR0047,7,92.4,70.42,21.98,Oui
V0008040,20200314,PH0016,PR0128,7,329.49,141.05,188.44,Non
V0008041,20200210,PH0063,PR0052,15,701.55,220.8,480.75,Oui
V0008042,20200220,PH0024,PR0135,19,794.01,438.71,355.3,Oui
V0008043,20210529,PH0036,PR0101,9,114.21,208.44,-94.23,Oui
V0008044,20231030,PH0035,PR0090,4,135.16,91.28,43.88,Non
V0008045,20220329,PH0041,PR0120,1,16.31,3.53,12.78,Oui
V0008046,20200211,PH0072,PR0017,19,722.57,456.57,266.0,Non
V0008047,20221127,PH0013,PR0060,9,59.22,235.62,-176.4,Oui
V0008048,20230613,PH0074,PR0114,2,16.98,15.48,1.5,Oui
V0008049,20220124,PH0028,PR0144,11,513.04,67.65,445.39,Non
V0008050,20220328,PH0078,PR0141,9,165.06,254.7,-89.64,Oui
V0008051,20210929,PH0045,PR0148,17,211.99,292.91,-80.92,Non
V0008052,20230221,PH0014,PR0065,13,188.5,326.69,-138.19,Non
V0008053,20210410,PH0079,PR0109,13,114.66,158.99,-44.33,Oui
V0008054,20220725,PH0001,PR0096,5,221.4,82.55,138.85,Non
V0008055,20230310,PH0072,PR0137,11,70.51,181.72,-111.21,Non
V0008056,20211221,PH0039,PR0028,18,248.94,305.82,-56.88,Oui
V0008057,20201228,PH0010,PR0030,1,35.51,12.71,22.8,Oui
V0008058,20220915,PH0013,PR0123,20,482.8,541.0,-58.2,Oui
V0008059,20200625,PH0027,PR0025,8,232.32,87.04,145.28,Oui
V0008060,20230615,PH0057,PR0125,7,298.76,102.9,195.86,Oui
V0008061,20220530,PH0041,PR0038,19,473.1,514.9,-41.8,Non
V0008062,20200628,PH0012,PR0086,2,69.62,25.16,44.46,Oui
V0008063,20220517,PH0033,PR0127,13,112.19,175.37,-63.18,Oui
V0008064,20230607,PH0015,PR0006,2,53.62,10.88,42.74,Oui
V0008065,20200906,PH0033,PR0002,13,265.07,232.83,32.24,Oui
V0008066,20210717,PH0029,PR0066,14,532.28,337.96,194.32,Oui
V0008067,20230908,PH0063,PR0141,16,293.44,452.8,-159.36,Non
V0008068,20210102,PH0068,PR0024,12,193.8,77.52,116.28,Non
V0008069,20210912,PH0028,PR0078,1,8.66,7.71,0.95,Non
V0008070,20231002,PH0079,PR0080,15,741.0,140.55,600.45,Non
V0008071,20220707,PH0035,PR0009,1,40.19,22.38,17.81,Non
V0008072,20200223,PH0043,PR0137,1,6.41,16.52,-10.11,Oui
V0008073,20230810,PH0068,PR0071,20,676.0,96.6,579.4,Oui
V0008074,20210102,PH0023,PR0052,7,327.39,103.04,224.35,Non
V0008075,20200317,PH0015,PR0018,19,743.47,233.13,510.34,Non
V0008076,20210404,PH0069,PR0014,15,653.55,195.0,458.55,Non
V0008077,20231101,PH0043,PR0103,8,175.2,196.48,-21.28,Oui
V0008078,20210923,PH0060,PR0015,4,35.32,34.88,0.44,Oui
V0008079,20211130,PH0068,PR0017,1,38.03,24.03,14.0,Oui
V0008080,20220411,PH0028,PR0054,5,216.75,75.9,140.85,Oui
V0008081,20200321,PH0051,PR0072,11,425.81,123.42,302.39,Oui
V0008082,20230401,PH0030,PR0147,12,84.12,323.16,-239.04,Non
V0008083,20221003,PH0076,PR0135,9,376.11,207.81,168.3,Non
V0008084,20200215,PH0056,PR0097,1,32.52,28.69,3.83,Oui
V0008085,20220905,PH0008,PR0042,9,133.83,112.68,21.15,Non
V0008086,20220429,PH0023,PR0055,17,117.98,317.56,-199.58,Oui
V0008087,20230322,PH0042,PR0030,8,284.08,101.68,182.4,Oui
V0008088,20200809,PH0064,PR0019,9,206.64,221.67,-15.03,Oui
V0008089,20220127,PH0020,PR0008,3,109.92,52.08,57.84,Non
V0008090,20200805,PH0036,PR0143,17,266.9,231.88,35.02,Non
V0008091,20221107,PH0009,PR0144,8,373.12,49.2,323.92,Non
V0008092,20230509,PH0041,PR0126,8,76.16,53.36,22.8,Non
V0008093,20211107,PH0008,PR0007,3,88.8,11.79,77.01,Non
V0008094,20200730,PH0060,PR0046,17,281.01,478.04,-197.03,Oui
V0008095,20221127,PH0008,PR0026,16,613.92,258.72,355.2,Oui
V0008096,20210211,PH0064,PR0045,18,844.56,283.68,560.88,Non
V0008097,20200130,PH0066,PR0094,13,171.34,320.06,-148.72,Non
V0008098,20230427,PH0008,PR0085,7,306.88,194.25,112.63,Oui
V0008099,20210826,PH0028,PR0057,19,714.02,109.44,604.58,Oui
V0008100,20210709,PH0075,PR0033,1,33.89,26.51,7.38,Oui
V0008101,20210701,PH0069,PR0046,12,198.36,337.44,-139.08,Non
V0008102,20230615,PH0010,PR0055,7,48.58,130.76,-82.18,Non
V0008103,20211211,PH0065,PR0081,10,208.6,194.2,14.4,Oui
V0008104,20230426,PH0043,PR0137,16,102.56,264.32,-161.76,Oui
V0008105,20201110,PH0055,PR0038,3,74.7,81.3,-6.6,Non
V0008106,20220610,PH0079,PR0025,7,203.28,76.16,127.12,Non
V0008107,20200609,PH0061,PR0063,14,510.02,87.22,422.8,Oui
V0008108,20210113,PH0046,PR0049,9,47.34,229.86,-182.52,Oui
V0008109,20220319,PH0071,PR0093,12,237.84,249.36,-11.52,Non
V0008110,20200205,PH0073,PR0085,11,482.24,305.25,176.99,Oui
V0008111,20230830,PH0015,PR0105,3,26.4,68.7,-42.3,Non
V0008112,20210831,PH0065,PR0116,14,317.38,314.02,3.36,Oui
V0008113,20221216,PH0017,PR0093,17,336.94,353.26,-16.32,Oui
V0008114,20200401,PH0021,PR0120,13,212.03,45.89,166.14,Non
V0008115,20210531,PH0059,PR0138,3,81.51,89.94,-8.43,Oui
V0008116,20220218,PH0040,PR0040,18,617.76,238.68,379.08,Non
V0008117,20200322,PH0045,PR0138,20,543.4,599.6,-56.2,Oui
V0008118,20200531,PH0042,PR0022,15,723.3,165.0,558.3,Non
V0008119,20210305,PH0039,PR0020,2,60.92,15.64,45.28,Non
V0008120,20210624,PH0050,PR0041,19,906.68,299.44,607.24,Oui
V0008121,20220920,PH0064,PR0125,1,42.68,14.7,27.98,Non
V0008122,20210615,PH0028,PR0014,3,130.71,39.0,91.71,Oui
V0008123,20220101,PH0012,PR0057,11,413.38,63.36,350.02,Non
V0008124,20201221,PH0027,PR0001,3,85.17,80.22,4.95,Non
V0008125,20221006,PH0022,PR0111,18,725.58,60.84,664.74,Oui
V0008126,20200925,PH0071,PR0038,7,174.3,189.7,-15.4,Non
V0008127,20231205,PH0047,PR0138,13,353.21,389.74,-36.53,Oui
V0008128,20230608,PH0009,PR0084,20,216.0,415.0,-199.0,Oui
V0008129,20200318,PH0043,PR0069,1,45.43,10.07,35.36,Non
V0008130,20200512,PH0029,PR0083,2,98.94,20.06,78.88,Non
V0008131,20211106,PH0002,PR0083,15,742.05,150.45,591.6,Non
V0008132,20220620,PH0053,PR0067,12,454.32,82.56,371.76,Oui
V0008133,20220113,PH0063,PR0033,9,305.01,238.59,66.42,Oui
V0008134,20220227,PH0053,PR0071,9,304.2,43.47,260.73,Oui
V0008135,20210816,PH0026,PR0099,9,236.25,241.92,-5.67,Oui
V0008136,20230506,PH0029,PR0134,9,81.99,165.96,-83.97,Oui
V0008137,20230705,PH0006,PR0011,11,513.81,238.26,275.55,Oui
V0008138,20210706,PH0067,PR0040,19,652.08,251.94,400.14,Oui
V0008139,20200311,PH0048,PR0064,2,21.92,20.6,1.32,Non
V0008140,20210101,PH0034,PR0125,15,640.2,220.5,419.7,Oui
V0008141,20210603,PH0051,PR0046,5,82.65,140.6,-57.95,Oui
V0008142,20220113,PH0054,PR0024,6,96.9,38.76,58.14,Oui
V0008143,20220108,PH0051,PR0068,13,225.55,256.23,-30.68,Oui
V0008144,20210929,PH0049,PR0132,18,90.9,379.98,-289.08,Oui
V0008145,20210618,PH0025,PR0111,3,120.93,10.14,110.79,Oui
V0008146,20200729,PH0023,PR0147,19,133.19,511.67,-378.48,Oui
V0008147,20210509,PH0020,PR0066,14,532.28,337.96,194.32,Oui
V0008148,20201220,PH0042,PR0040,14,480.48,185.64,294.84,Oui
V0008149,20210512,PH0068,PR0131,4,166.12,77.72,88.4,Non
V0008150,20200617,PH0070,PR0010,7,317.73,66.57,251.16,Oui
V0008151,20221214,PH0003,PR0043,16,320.32,397.92,-77.6,Oui
V0008152,20230403,PH0025,PR0027,1,45.26,11.93,33.33,Oui
V0008153,20230625,PH0053,PR0093,9,178.38,187.02,-8.64,Non
V0008154,20220502,PH0044,PR0054,11,476.85,166.98,309.87,Non
V0008155,20211010,PH0014,PR0105,11,96.8,251.9,-155.1,Non
V0008156,20230305,PH0069,PR0037,6,238.02,140.04,97.98,Non
V0008157,20231218,PH0054,PR0112,16,688.96,73.92,615.04,Non
V0008158,20220722,PH0080,PR0139,12,225.84,337.56,-111.72,Oui
V0008159,20200610,PH0007,PR0099,7,183.75,188.16,-4.41,Non
V0008160,20210601,PH0022,PR0110,4,51.64,36.84,14.8,Oui
V0008161,20211024,PH0011,PR0140,5,102.85,141.2,-38.35,Oui
V0008162,20210317,PH0071,PR0089,18,101.16,335.7,-234.54,Oui
V0008163,20220201,PH0067,PR0001,15,425.85,401.1,24.75,Non
V0008164,20200525,PH0044,PR0129,10,364.1,164.4,199.7,Oui
V0008165,20220905,PH0032,PR0101,3,38.07,69.48,-31.41,Oui
V0008166,20210424,PH0067,PR0121,12,291.24,140.4,150.84,Non
V0008167,20211202,PH0070,PR0055,16,111.04,298.88,-187.84,Oui
V0008168,20200405,PH0072,PR0066,4,152.08,96.56,55.52,Oui
V0008169,20220215,PH0020,PR0073,19,674.69,209.0,465.69,Oui
V0008170,20200112,PH0060,PR0143,3,47.1,40.92,6.18,Oui
V0008171,20200327,PH0026,PR0117,3,128.31,48.09,80.22,Non
V0008172,20210106,PH0021,PR0086,10,348.1,125.8,222.3,Oui
V0008173,20200727,PH0009,PR0095,10,176.8,279.9,-103.1,Oui
V0008174,20220124,PH0074,PR0007,16,473.6,62.88,410.72,Oui
V0008175,20221017,PH0071,PR0008,1,36.64,17.36,19.28,Non
V0008176,20221211,PH0031,PR0140,11,226.27,310.64,-84.37,Oui
V0008177,20220208,PH0015,PR0037,1,39.67,23.34,16.33,Non
V0008178,20201122,PH0003,PR0063,6,218.58,37.38,181.2,Non
V0008179,20210120,PH0080,PR0084,9,97.2,186.75,-89.55,Non
V0008180,20201215,PH0015,PR0062,15,703.5,340.8,362.7,Non
V0008181,20230703,PH0062,PR0093,5,99.1,103.9,-4.8,Oui
V0008182,20200810,PH0073,PR0003,16,506.72,432.64,74.08,Oui
V0008183,20200530,PH0069,PR0108,14,220.78,94.78,126.0,Oui
V0008184,20231012,PH0063,PR0042,20,297.4,250.4,47.0,Oui
V0008185,20221210,PH0063,PR0014,15,653.55,195.0,458.55,Oui
V0008186,20210105,PH0057,PR0061,5,154.9,121.2,33.7,Oui
V0008187,20230608,PH0062,PR0114,16,135.84,123.84,12.0,Non
V0008188,20200130,PH0007,PR0080,2,98.8,18.74,80.06,Oui
V0008189,20220708,PH0027,PR0083,8,395.76,80.24,315.52,Oui
V0008190,20231124,PH0055,PR0034,1,35.37,23.11,12.26,Oui
V0008191,20220831,PH0055,PR0129,6,218.46,98.64,119.82,Non
V0008192,20220428,PH0025,PR0041,3,143.16,47.28,95.88,Oui
V0008193,20200221,PH0064,PR0146,2,99.52,27.72,71.8,Oui
V0008194,20201211,PH0060,PR0093,7,138.74,145.46,-6.72,Oui
V0008195,20220709,PH0008,PR0102,12,320.4,359.16,-38.76,Oui
V0008196,20230721,PH0079,PR0102,15,400.5,448.95,-48.45,Non
V0008197,20201126,PH0070,PR0043,13,260.26,323.31,-63.05,Non
V0008198,20210702,PH0071,PR0006,20,536.2,108.8,427.4,Oui
V0008199,20230822,PH0049,PR0123,10,241.4,270.5,-29.1,Non
V0008200,20220722,PH0035,PR0126,8,76.16,53.36,22.8,Oui
V0008201,20200519,PH0069,PR0116,5,113.35,112.15,1.2,Non
V0008202,20230419,PH0019,PR0010,18,817.02,171.18,645.84,Non
V0008203,20231106,PH0066,PR0120,7,114.17,24.71,89.46,Oui
V0008204,20221217,PH0027,PR0066,6,228.12,144.84,83.28,Oui
V0008205,20200324,PH0001,PR0136,9,71.1,265.95,-194.85,Oui
V0008206,20210514,PH0002,PR0070,20,436.2,498.4,-62.2,Oui
V0008207,20210630,PH0036,PR0124,13,144.04,168.35,-24.31,Non
V0008208,20211004,PH0025,PR0049,8,42.08,204.32,-162.24,Oui
V0008209,20230720,PH0018,PR0012,3,145.47,83.01,62.46,Oui
V0008210,20210812,PH0025,PR0039,15,380.25,441.75,-61.5,Non
V0008211,20210102,PH0040,PR0071,14,473.2,67.62,405.58,Non
V0008212,20221211,PH0073,PR0051,16,473.12,399.52,73.6,Non
V0008213,20210403,PH0028,PR0015,19,167.77,165.68,2.09,Oui
V0008214,20220703,PH0068,PR0004,4,157.64,21.56,136.08,Non
V0008215,20230916,PH0002,PR0019,20,459.2,492.6,-33.4,Non
V0008216,20210806,PH0058,PR0013,19,268.66,94.81,173.85,Oui
V0008217,20220317,PH0020,PR0001,3,85.17,80.22,4.95,Non
V0008218,20220908,PH0007,PR0105,14,123.2,320.6,-197.4,Non
V0008219,20210515,PH0058,PR0103,7,153.3,171.92,-18.62,Oui
V0008220,20210312,PH0073,PR0003,13,411.71,351.52,60.19,Oui
V0008221,20200104,PH0036,PR0029,13,521.3,170.69,350.61,Non
V0008222,20231124,PH0056,PR0018,10,391.3,122.7,268.6,Non
V0008223,20220803,PH0053,PR0014,15,653.55,195.0,458.55,Oui
V0008224,20210612,PH0007,PR0045,6,281.52,94.56,186.96,Oui
V0008225,20221029,PH0052,PR0060,16,105.28,418.88,-313.6,Non
V0008226,20231128,PH0036,PR0010,19,862.41,180.69,681.72,Non
V0008227,20221107,PH0006,PR0123,18,434.52,486.9,-52.38,Non
V0008228,20221024,PH0002,PR0103,11,240.9,270.16,-29.26,Non
V0008229,20201203,PH0023,PR0054,16,693.6,242.88,450.72,Non
V0008230,20221201,PH0037,PR0009,8,321.52,179.04,142.48,Oui
V0008231,20210404,PH0078,PR0131,9,373.77,174.87,198.9,Oui
V0008232,20210919,PH0054,PR0147,11,77.11,296.23,-219.12,Oui
V0008233,20230120,PH0008,PR0127,14,120.82,188.86,-68.04,Oui
V0008234,20200716,PH0001,PR0063,5,182.15,31.15,151.0,Oui
V0008235,20220801,PH0056,PR0041,20,954.4,315.2,639.2,Non
V0008236,20210414,PH0013,PR0050,14,266.14,156.38,109.76,Non
V0008237,20221005,PH0059,PR0019,14,321.44,344.82,-23.38,Oui
V0008238,20230225,PH0050,PR0054,20,867.0,303.6,563.4,Oui
V0008239,20230316,PH0040,PR0077,15,559.35,150.15,409.2,Oui
V0008240,20230615,PH0080,PR0148,15,187.05,258.45,-71.4,Oui
V0008241,20200412,PH0062,PR0114,16,135.84,123.84,12.0,Oui
V0008242,20200824,PH0012,PR0060,15,98.7,392.7,-294.0,Non
V0008243,20230221,PH0013,PR0057,9,338.22,51.84,286.38,Non
V0008244,20220815,PH0033,PR0028,17,235.11,288.83,-53.72,Non
V0008245,20200410,PH0037,PR0083,19,939.93,190.57,749.36,Oui
V0008246,20210729,PH0004,PR0087,12,250.44,332.4,-81.96,Non
V0008247,20230121,PH0036,PR0097,19,617.88,545.11,72.77,Non
V0008248,20200521,PH0065,PR0116,20,453.4,448.6,4.8,Non
V0008249,20230623,PH0048,PR0149,7,134.4,130.06,4.34,Non
V0008250,20230406,PH0066,PR0138,12,326.04,359.76,-33.72,Oui
V0008251,20210819,PH0017,PR0019,16,367.36,394.08,-26.72,Non
V0008252,20210612,PH0057,PR0102,10,267.0,299.3,-32.3,Non
V0008253,20220627,PH0052,PR0117,13,556.01,208.39,347.62,Non
V0008254,20231023,PH0034,PR0090,11,371.69,251.02,120.67,Oui
V0008255,20210527,PH0037,PR0119,10,279.9,66.3,213.6,Non
V0008256,20220907,PH0016,PR0123,17,410.38,459.85,-49.47,Non
V0008257,20220226,PH0018,PR0033,18,610.02,477.18,132.84,Oui
V0008258,20221107,PH0068,PR0141,9,165.06,254.7,-89.64,Oui
V0008259,20210521,PH0053,PR0110,15,193.65,138.15,55.5,Oui
V0008260,20230110,PH0012,PR0065,15,217.5,376.95,-159.45,Non
V0008261,20220301,PH0007,PR0085,20,876.8,555.0,321.8,Non
V0008262,20200918,PH0030,PR0100,6,39.96,101.34,-61.38,Non
