CleDate,Date,Annee,Trimestre,MoisNumero,MoisNom,AnneeMois
20210710,10/07/2021,2021,3,7,July,2021-07
20210711,11/07/2021,2021,3,7,July,2021-07
20210712,12/07/2021,2021,3,7,July,2021-07
20210713,13/07/2021,2021,3,7,July,2021-07
20210714,14/07/2021,2021,3,7,July,2021-07
20210715,15/07/2021,2021,3,7,July,2021-07
20210716,16/07/2021,2021,3,7,July,2021-07
20210717,17/07/2021,2021,3,7,July,2021-07
20210718,18/07/2021,2021,3,7,July,2021-07
20210719,19/07/2021,2021,3,7,July,2021-07
20210720,20/07/2021,2021,3,7,July,2021-07
20210721,21/07/2021,2021,3,7,July,2021-07
20210722,22/07/2021,2021,3,7,July,2021-07
20210723,23/07/2021,2021,3,7,July,2021-07
20210724,24/07/2021,2021,3,7,July,2021-07
20210725,25/07/2021,2021,3,7,July,2021-07
20210726,26/07/2021,2021,3,7,July,2021-07
20210727,27/07/2021,2021,3,7,July,2021-07
20210728,28/07/2021,2021,3,7,July,2021-07
20210729,29/07/2021,2021,3,7,July,2021-07
20210730,30/07/2021,2021,3,7,July,2021-07
20210731,31/07/2021,2021,3,7,July,2021-07
20210801,01/08/2021,2021,3,8,August,2021-08
20210802,02/08/2021,2021,3,8,August,2021-08
20210803,03/08/2021,2021,3,8,August,2021-08
20210804,04/08/2021,2021,3,8,August,2021-08
20210805,05/08/2021,2021,3,8,August,2021-08
20210806,06/08/2021,2021,3,8,August,2021-08
20210807,07/08/2021,2021,3,8,August,2021-08
20210808,08/08/2021,2021,3,8,August,2021-08
20210809,09/08/2021,2021,3,8,August,2021-08
20210810,10/08/2021,2021,3,8,August,2021-08
20210811,11/08/2021,2021,3,8,August,2021-08
20210812,12/08/2021,2021,3,8,August,2021-08
20210813,13/08/2021,2021,3,8,August,2021-08
20210814,14/08/2021,2021,3,8,August,2021-08
20210815,15/08/2021,2021,3,8,August,2021-08
20210816,16/08/2021,2021,3,8,August,2021-08
20210817,17/08/2021,2021,3,8,August,2021-08
20210818,18/08/2021,2021,3,8,August,2021-08
20210819,19/08/2021,2021,3,8,August,2021-08
20210820,20/08/2021,2021,3,8,August,2021-08
20210821,21/08/2021,2021,3,8,August,2021-08
20210822,22/08/2021,2021,3,8,August,2021-08
20210823,23/08/2021,2021,3,8,August,2021-08
20210824,24/08/2021,2021,3,8,August,2021-08
20210825,25/08/2021,2021,3,8,August,2021-08
20210826,26/08/2021,2021,3,8,August,2021-08
20210827,27/08/2021,2021,3,8,August,2021-08
20210828,28/08/2021,2021,3,8,August,2021-08
20210829,29/08/2021,2021,3,8,August,2021-08
20210830,30/08/2021,2021,3,8,August,2021-08
20210831,31/08/2021,2021,3,8,August,2021-08
20210901,01/09/2021,2021,3,9,September,2021-09
20210902,02/09/2021,2021,3,9,September,2021-09
20210903,03/09/2021,2021,3,9,September,2021-09
20210904,04/09/2021,2021,3,9,September,2021-09
20210905,05/09/2021,2021,3,9,September,2021-09
20210906,06/09/2021,2021,3,9,September,2021-09
20210907,07/09/2021,2021,3,9,September,2021-09
20210908,08/09/2021,2021,3,9,September,2021-09
20210909,09/09/2021,2021,3,9,September,2021-09
20210910,10/09/2021,2021,3,9,September,2021-09
20210911,11/09/2021,2021,3,9,September,2021-09
20210912,12/09/2021,2021,3,9,September,2021-09
20210913,13/09/2021,2021,3,9,September,2021-09
20210914,14/09/2021,2021,3,9,September,2021-09
20210915,15/09/2021,2021,3,9,September,2021-09
20210916,16/09/2021,2021,3,9,September,2021-09
20210917,17/09/2021,2021,3,9,September,2021-09
20210918,18/09/2021,2021,3,9,September,2021-09
20210919,19/09/2021,2021,3,9,September,2021-09
20210920,20/09/2021,2021,3,9,September,2021-09
20210921,21/09/2021,2021,3,9,September,2021-09
20210922,22/09/2021,2021,3,9,September,2021-09
20210923,23/09/2021,2021,3,9,September,2021-09
20210924,24/09/2021,2021,3,9,September,2021-09
20210925,25/09/2021,2021,3,9,September,2021-09
20210926,26/09/2021,2021,3,9,September,2021-09
20210927,27/09/2021,2021,3,9,September,2021-09
20210928,28/09/2021,2021,3,9,September,2021-09
20210929,29/09/2021,2021,3,9,September,2021-09
20210930,30/09/2021,2021,3,9,September,2021-09
20211001,01/10/2021,2021,4,10,October,2021-10
20211002,02/10/2021,2021,4,10,October,2021-10
20211003,03/10/2021,2021,4,10,October,2021-10
20211004,04/10/2021,2021,4,10,October,2021-10
20211005,05/10/2021,2021,4,10,October,2021-10
20211006,06/10/2021,2021,4,10,October,2021-10
20211007,07/10/2021,2021,4,10,October,2021-10
20211008,08/10/2021,2021,4,10,October,2021-10
20211009,09/10/2021,2021,4,10,October,2021-10
20211010,10/10/2021,2021,4,10,October,2021-10
20211011,11/10/2021,2021,4,10,October,2021-10
20211012,12/10/2021,2021,4,10,October,2021-10
20211013,13/10/2021,2021,4,10,October,2021-10
20211014,14/10/2021,2021,4,10,October,2021-10
20211015,15/10/2021,2021,4,10,October,2021-10
20211016,16/10/2021,2021,4,10,October,2021-10
20211017,17/10/2021,2021,4,10,October,2021-10
20211018,18/10/2021,2021,4,10,October,2021-10
20211019,19/10/2021,2021,4,10,October,2021-10
20211020,20/10/2021,2021,4,10,October,2021-10
20211021,21/10/2021,2021,4,10,October,2021-10
20211022,22/10/2021,2021,4,10,October,2021-10
20211023,23/10/2021,2021,4,10,October,2021-10
20211024,24/10/2021,2021,4,10,October,2021-10
20211025,25/10/2021,2021,4,10,October,2021-10
20211026,26/10/2021,2021,4,10,October,2021-10
20211027,27/10/2021,2021,4,10,October,2021-10
20211028,28/10/2021,2021,4,10,October,2021-10
20211029,29/10/2021,2021,4,10,October,2021-10
20211030,30/10/2021,2021,4,10,October,2021-10
20211031,31/10/2021,2021,4,10,October,2021-10
20211101,01/11/2021,2021,4,11,November,2021-11
20211102,02/11/2021,2021,4,11,November,2021-11
20211103,03/11/2021,2021,4,11,November,2021-11
20211104,04/11/2021,2021,4,11,November,2021-11
20211105,05/11/2021,2021,4,11,November,2021-11
20211106,06/11/2021,2021,4,11,November,2021-11
20211107,07/11/2021,2021,4,11,November,2021-11
20211108,08/11/2021,2021,4,11,November,2021-11
20211109,09/11/2021,2021,4,11,November,2021-11
20211110,10/11/2021,2021,4,11,November,2021-11
20211111,11/11/2021,2021,4,11,November,2021-11
20211112,12/11/2021,2021,4,11,November,2021-11
20211113,13/11/2021,2021,4,11,November,2021-11
20211114,14/11/2021,2021,4,11,November,2021-11
20211115,15/11/2021,2021,4,11,November,2021-11
20211116,16/11/2021,2021,4,11,November,2021-11
20211117,17/11/2021,2021,4,11,November,2021-11
20211118,18/11/2021,2021,4,11,November,2021-11
20211119,19/11/2021,2021,4,11,November,2021-11
20211120,20/11/2021,2021,4,11,November,2021-11
20211121,21/11/2021,2021,4,11,November,2021-11
20211122,22/11/2021,2021,4,11,November,2021-11
20211123,23/11/2021,2021,4,11,November,2021-11
20211124,24/11/2021,2021,4,11,November,2021-11
20211125,25/11/2021,2021,4,11,November,2021-11
20211126,26/11/2021,2021,4,11,November,2021-11
20211127,27/11/2021,2021,4,11,November,2021-11
20211128,28/11/2021,2021,4,11,November,2021-11
20211129,29/11/2021,2021,4,11,November,2021-11
20211130,30/11/2021,2021,4,11,November,2021-11
20211201,01/12/2021,2021,4,12,December,2021-12
20211202,02/12/2021,2021,4,12,December,2021-12
20211203,03/12/2021,2021,4,12,December,2021-12
20211204,04/12/2021,2021,4,12,December,2021-12
20211205,05/12/2021,2021,4,12,December,2021-12
20211206,06/12/2021,2021,4,12,December,2021-12
20211207,07/12/2021,2021,4,12,December,2021-12
20211208,08/12/2021,2021,4,12,December,2021-12
20211209,09/12/2021,2021,4,12,December,2021-12
20211210,10/12/2021,2021,4,12,December,2021-12
20211211,11/12/2021,2021,4,12,December,2021-12
20211212,12/12/2021,2021,4,12,December,2021-12
20211213,13/12/2021,2021,4,12,December,2021-12
20211214,14/12/2021,2021,4,12,December,2021-12
20211215,15/12/2021,2021,4,12,December,2021-12
20211216,16/12/2021,2021,4,12,December,2021-12
20211217,17/12/2021,2021,4,12,December,2021-12
20211218,18/12/2021,2021,4,12,December,2021-12
20211219,19/12/2021,2021,4,12,December,2021-12
20211220,20/12/2021,2021,4,12,December,2021-12
20211221,21/12/2021,2021,4,12,December,2021-12
20211222,22/12/2021,2021,4,12,December,2021-12
20211223,23/12/2021,2021,4,12,December,2021-12
20211224,24/12/2021,2021,4,12,December,2021-12
20211225,25/12/2021,2021,4,12,December,2021-12
20211226,26/12/2021,2021,4,12,December,2021-12
20211227,27/12/2021,2021,4,12,December,2021-12
20211228,28/12/2021,2021,4,12,December,2021-12
20211229,29/12/2021,2021,4,12,December,2021-12
20211230,30/12/2021,2021,4,12,December,2021-12
20211231,31/12/2021,2021,4,12,December,2021-12
20220101,01/01/2022,2022,1,1,January,2022-01
20220102,02/01/2022,2022,1,1,January,2022-01
20220103,03/01/2022,2022,1,1,January,2022-01
20220104,04/01/2022,2022,1,1,January,2022-01
20220105,05/01/2022,2022,1,1,January,2022-01
20220106,06/01/2022,2022,1,1,January,2022-01
20220107,07/01/2022,2022,1,1,January,2022-01
20220108,08/01/2022,2022,1,1,January,2022-01
20220109,09/01/2022,2022,1,1,January,2022-01
20220110,10/01/2022,2022,1,1,January,2022-01
20220111,11/01/2022,2022,1,1,January,2022-01
20220112,12/01/2022,2022,1,1,January,2022-01
20220113,13/01/2022,2022,1,1,January,2022-01
20220114,14/01/2022,2022,1,1,January,2022-01
20220115,15/01/2022,2022,1,1,January,2022-01
20220116,16/01/2022,2022,1,1,January,2022-01
20220117,17/01/2022,2022,1,1,January,2022-01
20220118,18/01/2022,2022,1,1,January,2022-01
20220119,19/01/2022,2022,1,1,January,2022-01
20220120,20/01/2022,2022,1,1,January,2022-01
20220121,21/01/2022,2022,1,1,January,2022-01
20220122,22/01/2022,2022,1,1,January,2022-01
20220123,23/01/2022,2022,1,1,January,2022-01
20220124,24/01/2022,2022,1,1,January,2022-01
20220125,25/01/2022,2022,1,1,January,2022-01
20220126,26/01/2022,2022,1,1,January,2022-01
20220127,27/01/2022,2022,1,1,January,2022-01
20220128,28/01/2022,2022,1,1,January,2022-01
20220129,29/01/2022,2022,1,1,January,2022-01
20220130,30/01/2022,2022,1,1,January,2022-01
20220131,31/01/2022,2022,1,1,January,2022-01
20220201,01/02/2022,2022,1,2,February,2022-02
20220202,02/02/2022,2022,1,2,February,2022-02
20220203,03/02/2022,2022,1,2,February,2022-02
20220204,04/02/2022,2022,1,2,February,2022-02
20220205,05/02/2022,2022,1,2,February,2022-02
20220206,06/02/2022,2022,1,2,February,2022-02
20220207,07/02/2022,2022,1,2,February,2022-02
20220208,08/02/2022,2022,1,2,February,2022-02
20220209,09/02/2022,2022,1,2,February,2022-02
20220210,10/02/2022,2022,1,2,February,2022-02
20220211,11/02/2022,2022,1,2,February,2022-02
20220212,12/02/2022,2022,1,2,February,2022-02
20220213,13/02/2022,2022,1,2,February,2022-02
20220214,14/02/2022,2022,1,2,February,2022-02
20220215,15/02/2022,2022,1,2,February,2022-02
20220216,16/02/2022,2022,1,2,February,2022-02
20220217,17/02/2022,2022,1,2,February,2022-02
20220218,18/02/2022,2022,1,2,February,2022-02
20220219,19/02/2022,2022,1,2,February,2022-02
20220220,20/02/2022,2022,1,2,February,2022-02
20220221,21/02/2022,2022,1,2,February,2022-02
20220222,22/02/2022,2022,1,2,February,2022-02
20220223,23/02/2022,2022,1,2,February,2022-02
20220224,24/02/2022,2022,1,2,February,2022-02
20220225,25/02/2022,2022,1,2,February,2022-02
20220226,26/02/2022,2022,1,2,February,2022-02
20220227,27/02/2022,2022,1,2,February,2022-02
20220228,28/02/2022,2022,1,2,February,2022-02
20220301,01/03/2022,2022,1,3,March,2022-03
20220302,02/03/2022,2022,1,3,March,2022-03
20220303,03/03/2022,2022,1,3,March,2022-03
20220304,04/03/2022,2022,1,3,March,2022-03
20220305,05/03/2022,2022,1,3,March,2022-03
20220306,06/03/2022,2022,1,3,March,2022-03
20220307,07/03/2022,2022,1,3,March,2022-03
20220308,08/03/2022,2022,1,3,March,2022-03
20220309,09/03/2022,2022,1,3,March,2022-03
20220310,10/03/2022,2022,1,3,March,2022-03
20220311,11/03/2022,2022,1,3,March,2022-03
20220312,12/03/2022,2022,1,3,March,2022-03
20220313,13/03/2022,2022,1,3,March,2022-03
20220314,14/03/2022,2022,1,3,March,2022-03
20220315,15/03/2022,2022,1,3,March,2022-03
20220316,16/03/2022,2022,1,3,March,2022-03
20220317,17/03/2022,2022,1,3,March,2022-03
20220318,18/03/2022,2022,1,3,March,2022-03
20220319,19/03/2022,2022,1,3,March,2022-03
20220320,20/03/2022,2022,1,3,March,2022-03
20220321,21/03/2022,2022,1,3,March,2022-03
20220322,22/03/2022,2022,1,3,March,2022-03
20220323,23/03/2022,2022,1,3,March,2022-03
20220324,24/03/2022,2022,1,3,March,2022-03
20220325,25/03/2022,2022,1,3,March,2022-03
20220326,26/03/2022,2022,1,3,March,2022-03
20220327,27/03/2022,2022,1,3,March,2022-03
20220328,28/03/2022,2022,1,3,March,2022-03
20220329,29/03/2022,2022,1,3,March,2022-03
20220330,30/03/2022,2022,1,3,March,2022-03
20220331,31/03/2022,2022,1,3,March,2022-03
20220401,01/04/2022,2022,2,4,April,2022-04
20220402,02/04/2022,2022,2,4,April,2022-04
20220403,03/04/2022,2022,2,4,April,2022-04
20220404,04/04/2022,2022,2,4,April,2022-04
20220405,05/04/2022,2022,2,4,April,2022-04
20220406,06/04/2022,2022,2,4,April,2022-04
20220407,07/04/2022,2022,2,4,April,2022-04
20220408,08/04/2022,2022,2,4,April,2022-04
20220409,09/04/2022,2022,2,4,April,2022-04
20220410,10/04/2022,2022,2,4,April,2022-04
20220411,11/04/2022,2022,2,4,April,2022-04
20220412,12/04/2022,2022,2,4,April,2022-04
20220413,13/04/2022,2022,2,4,April,2022-04
20220414,14/04/2022,2022,2,4,April,2022-04
20220415,15/04/2022,2022,2,4,April,2022-04
20220416,16/04/2022,2022,2,4,April,2022-04
20220417,17/04/2022,2022,2,4,April,2022-04
20220418,18/04/2022,2022,2,4,April,2022-04
20220419,19/04/2022,2022,2,4,April,2022-04
20220420,20/04/2022,2022,2,4,April,2022-04
20220421,21/04/2022,2022,2,4,April,2022-04
20220422,22/04/2022,2022,2,4,April,2022-04
20220423,23/04/2022,2022,2,4,April,2022-04
20220424,24/04/2022,2022,2,4,April,2022-04
20220425,25/04/2022,2022,2,4,April,2022-04
20220426,26/04/2022,2022,2,4,April,2022-04
20220427,27/04/2022,2022,2,4,April,2022-04
20220428,28/04/2022,2022,2,4,April,2022-04
20220429,29/04/2022,2022,2,4,April,2022-04
20220430,30/04/2022,2022,2,4,April,2022-04
20220501,01/05/2022,2022,2,5,May,2022-05
20220502,02/05/2022,2022,2,5,May,2022-05
20220503,03/05/2022,2022,2,5,May,2022-05
20220504,04/05/2022,2022,2,5,May,2022-05
20220505,05/05/2022,2022,2,5,May,2022-05
20220506,06/05/2022,2022,2,5,May,2022-05
20220507,07/05/2022,2022,2,5,May,2022-05
20220508,08/05/2022,2022,2,5,May,2022-05
20220509,09/05/2022,2022,2,5,May,2022-05
20220510,10/05/2022,2022,2,5,May,2022-05
20220511,11/05/2022,2022,2,5,May,2022-05
20220512,12/05/2022,2022,2,5,May,2022-05
20220513,13/05/2022,2022,2,5,May,2022-05
20220514,14/05/2022,2022,2,5,May,2022-05
20220515,15/05/2022,2022,2,5,May,2022-05
20220516,16/05/2022,2022,2,5,May,2022-05
20220517,17/05/2022,2022,2,5,May,2022-05
20220518,18/05/2022,2022,2,5,May,2022-05
20220519,19/05/2022,2022,2,5,May,2022-05
20220520,20/05/2022,2022,2,5,May,2022-05
20220521,21/05/2022,2022,2,5,May,2022-05
20220522,22/05/2022,2022,2,5,May,2022-05
20220523,23/05/2022,2022,2,5,May,2022-05
20220524,24/05/2022,2022,2,5,May,2022-05
20220525,25/05/2022,2022,2,5,May,2022-05
20220526,26/05/2022,2022,2,5,May,2022-05
20220527,27/05/2022,2022,2,5,May,2022-05
20220528,28/05/2022,2022,2,5,May,2022-05
20220529,29/05/2022,2022,2,5,May,2022-05
20220530,30/05/2022,2022,2,5,May,2022-05
20220531,31/05/2022,2022,2,5,May,2022-05
20220601,01/06/2022,2022,2,6,June,2022-06
20220602,02/06/2022,2022,2,6,June,2022-06
20220603,03/06/2022,2022,2,6,June,2022-06
20220604,04/06/2022,2022,2,6,June,2022-06
20220605,05/06/2022,2022,2,6,June,2022-06
20220606,06/06/2022,2022,2,6,June,2022-06
20220607,07/06/2022,2022,2,6,June,2022-06
20220608,08/06/2022,2022,2,6,June,2022-06
20220609,09/06/2022,2022,2,6,June,2022-06
20220610,10/06/2022,2022,2,6,June,2022-06
20220611,11/06/2022,2022,2,6,June,2022-06
20220612,12/06/2022,2022,2,6,June,2022-06
20220613,13/06/2022,2022,2,6,June,2022-06
20220614,14/06/2022,2022,2,6,June,2022-06
20220615,15/06/2022,2022,2,6,June,2022-06
20220616,16/06/2022,2022,2,6,June,2022-06
20220617,17/06/2022,2022,2,6,June,2022-06
20220618,18/06/2022,2022,2,6,June,2022-06
20220619,19/06/2022,2022,2,6,June,2022-06
20220620,20/06/2022,2022,2,6,June,2022-06
20220621,21/06/2022,2022,2,6,June,2022-06
20220622,22/06/2022,2022,2,6,June,2022-06
20220623,23/06/2022,2022,2,6,June,2022-06
20220624,24/06/2022,2022,2,6,June,2022-06
20220625,25/06/2022,2022,2,6,June,2022-06
20220626,26/06/2022,2022,2,6,June,2022-06
20220627,27/06/2022,2022,2,6,June,2022-06
20220628,28/06/2022,2022,2,6,June,2022-06
20220629,29/06/2022,2022,2,6,June,2022-06
20220630,30/06/2022,2022,2,6,June,2022-06
20220701,01/07/2022,2022,3,7,July,2022-07
20220702,02/07/2022,2022,3,7,July,2022-07
20220703,03/07/2022,2022,3,7,July,2022-07
20220704,04/07/2022,2022,3,7,July,2022-07
20220705,05/07/2022,2022,3,7,July,2022-07
20220706,06/07/2022,2022,3,7,July,2022-07
20220707,07/07/2022,2022,3,7,July,2022-07
20220708,08/07/2022,2022,3,7,July,2022-07
20220709,09/07/2022,2022,3,7,July,2022-07
20220710,10/07/2022,2022,3,7,July,2022-07
20220711,11/07/2022,2022,3,7,July,2022-07
20220712,12/07/2022,2022,3,7,July,2022-07
20220713,13/07/2022,2022,3,7,July,2022-07
20220714,14/07/2022,2022,3,7,July,2022-07
20220715,15/07/2022,2022,3,7,July,2022-07
20220716,16/07/2022,2022,3,7,July,2022-07
20220717,17/07/2022,2022,3,7,July,2022-07
20220718,18/07/2022,2022,3,7,July,2022-07
20220719,19/07/2022,2022,3,7,July,2022-07
20220720,20/07/2022,2022,3,7,July,2022-07
20220721,21/07/2022,2022,3,7,July,2022-07
20220722,22/07/2022,2022,3,7,July,2022-07
20220723,23/07/2022,2022,3,7,July,2022-07
20220724,24/07/2022,2022,3,7,July,2022-07
20220725,25/07/2022,2022,3,7,July,2022-07
20220726,26/07/2022,2022,3,7,July,2022-07
20220727,27/07/2022,2022,3,7,July,2022-07
20220728,28/07/2022,2022,3,7,July,2022-07
20220729,29/07/2022,2022,3,7,July,2022-07
20220730,30/07/2022,2022,3,7,July,2022-07
20220731,31/07/2022,2022,3,7,July,2022-07
20220801,01/08/2022,2022,3,8,August,2022-08
20220802,02/08/2022,2022,3,8,August,2022-08
20220803,03/08/2022,2022,3,8,August,2022-08
20220804,04/08/2022,2022,3,8,August,2022-08
20220805,05/08/2022,2022,3,8,August,2022-08
20220806,06/08/2022,2022,3,8,August,2022-08
20220807,07/08/2022,2022,3,8,August,2022-08
20220808,08/08/2022,2022,3,8,August,2022-08
20220809,09/08/2022,2022,3,8,August,2022-08
20220810,10/08/2022,2022,3,8,August,2022-08
20220811,11/08/2022,2022,3,8,August,2022-08
20220812,12/08/2022,2022,3,8,August,2022-08
20220813,13/08/2022,2022,3,8,August,2022-08
20220814,14/08/2022,2022,3,8,August,2022-08
20220815,15/08/2022,2022,3,8,August,2022-08
20220816,16/08/2022,2022,3,8,August,2022-08
20220817,17/08/2022,2022,3,8,August,2022-08
20220818,18/08/2022,2022,3,8,August,2022-08
20220819,19/08/2022,2022,3,8,August,2022-08
20220820,20/08/2022,2022,3,8,August,2022-08
20220821,21/08/2022,2022,3,8,August,2022-08
20220822,22/08/2022,2022,3,8,August,2022-08
20220823,23/08/2022,2022,3,8,August,2022-08
20220824,24/08/2022,2022,3,8,August,2022-08
20220825,25/08/2022,2022,3,8,August,2022-08
20220826,26/08/2022,2022,3,8,August,2022-08
20220827,27/08/2022,2022,3,8,August,2022-08
20220828,28/08/2022,2022,3,8,August,2022-08
20220829,29/08/2022,2022,3,8,August,2022-08
20220830,30/08/2022,2022,3,8,August,2022-08
20220831,31/08/2022,2022,3,8,August,2022-08
20220901,01/09/2022,2022,3,9,September,2022-09
20220902,02/09/2022,2022,3,9,September,2022-09
20220903,03/09/2022,2022,3,9,September,2022-09
20220904,04/09/2022,2022,3,9,September,2022-09
20220905,05/09/2022,2022,3,9,September,2022-09
20220906,06/09/2022,2022,3,9,September,2022-09
20220907,07/09/2022,2022,3,9,September,2022-09
20220908,08/09/2022,2022,3,9,September,2022-09
20220909,09/09/2022,2022,3,9,September,2022-09
20220910,10/09/2022,2022,3,9,September,2022-09
20220911,11/09/2022,2022,3,9,September,2022-09
20220912,12/09/2022,2022,3,9,September,2022-09
20220913,13/09/2022,2022,3,9,September,2022-09
20220914,14/09/2022,2022,3,9,September,2022-09
20220915,15/09/2022,2022,3,9,September,2022-09
20220916,16/09/2022,2022,3,9,September,2022-09
20220917,17/09/2022,2022,3,9,September,2022-09
20220918,18/09/2022,2022,3,9,September,2022-09
20220919,19/09/2022,2022,3,9,September,2022-09
20220920,20/09/2022,2022,3,9,September,2022-09
20220921,21/09/2022,2022,3,9,September,2022-09
20220922,22/09/2022,2022,3,9,September,2022-09
20220923,23/09/2022,2022,3,9,September,2022-09
20220924,24/09/2022,2022,3,9,September,2022-09
20220925,25/09/2022,2022,3,9,September,2022-09
20220926,26/09/2022,2022,3,9,September,2022-09
20220927,27/09/2022,2022,3,9,September,2022-09
20220928,28/09/2022,2022,3,9,September,2022-09
20220929,29/09/2022,2022,3,9,September,2022-09
20220930,30/09/2022,2022,3,9,September,2022-09
20221001,01/10/2022,2022,4,10,October,2022-10
20221002,02/10/2022,2022,4,10,October,2022-10
20221003,03/10/2022,2022,4,10,October,2022-10
20221004,04/10/2022,2022,4,10,October,2022-10
20221005,05/10/2022,2022,4,10,October,2022-10
20221006,06/10/2022,2022,4,10,October,2022-10
20221007,07/10/2022,2022,4,10,October,2022-10
20221008,08/10/2022,2022,4,10,October,2022-10
20221009,09/10/2022,2022,4,10,October,2022-10
20221010,10/10/2022,2022,4,10,October,2022-10
20221011,11/10/2022,2022,4,10,October,2022-10
20221012,12/10/2022,2022,4,10,October,2022-10
20221013,13/10/2022,2022,4,10,October,2022-10
20221014,14/10/2022,2022,4,10,October,2022-10
20221015,15/10/2022,2022,4,10,October,2022-10
20221016,16/10/2022,2022,4,10,October,2022-10
20221017,17/10/2022,2022,4,10,October,2022-10
20221018,18/10/2022,2022,4,10,October,2022-10
20221019,19/10/2022,2022,4,10,October,2022-10
20221020,20/10/2022,2022,4,10,October,2022-10
20221021,21/10/2022,2022,4,10,October,2022-10
20221022,22/10/2022,2022,4,10,October,2022-10
20221023,23/10/2022,2022,4,10,October,2022-10
20221024,24/10/2022,2022,4,10,October,2022-10
20221025,25/10/2022,2022,4,10,October,2022-10
20221026,26/10/2022,2022,4,10,October,2022-10
20221027,27/10/2022,2022,4,10,October,2022-10
20221028,28/10/2022,2022,4,10,October,2022-10
20221029,29/10/2022,2022,4,10,October,2022-10
20221030,30/10/2022,2022,4,10,October,2022-10
20221031,31/10/2022,2022,4,10,October,2022-10
20221101,01/11/2022,2022,4,11,November,2022-11
20221102,02/11/2022,2022,4,11,November,2022-11
20221103,03/11/2022,2022,4,11,November,2022-11
20221104,04/11/2022,2022,4,11,November,2022-11
20221105,05/11/2022,2022,4,11,November,2022-11
20221106,06/11/2022,2022,4,11,November,2022-11
20221107,07/11/2022,2022,4,11,November,2022-11
20221108,08/11/2022,2022,4,11,November,2022-11
20221109,09/11/2022,2022,4,11,November,2022-11
20221110,10/11/2022,2022,4,11,November,2022-11
20221111,11/11/2022,2022,4,11,November,2022-11
20221112,12/11/2022,2022,4,11,November,2022-11
20221113,13/11/2022,2022,4,11,November,2022-11
20221114,14/11/2022,2022,4,11,November,2022-11
20221115,15/11/2022,2022,4,11,November,2022-11
20221116,16/11/2022,2022,4,11,November,2022-11
20221117,17/11/2022,2022,4,11,November,2022-11
20221118,18/11/2022,2022,4,11,November,2022-11
20221119,19/11/2022,2022,4,11,November,2022-11
20221120,20/11/2022,2022,4,11,November,2022-11
20221121,21/11/2022,2022,4,11,November,2022-11
20221122,22/11/2022,2022,4,11,November,2022-11
20221123,23/11/2022,2022,4,11,November,2022-11
20221124,24/11/2022,2022,4,11,November,2022-11
20221125,25/11/2022,2022,4,11,November,2022-11
20221126,26/11/2022,2022,4,11,November,2022-11
20221127,27/11/2022,2022,4,11,November,2022-11
20221128,28/11/2022,2022,4,11,November,2022-11
20221129,29/11/2022,2022,4,11,November,2022-11
20221130,30/11/2022,2022,4,11,November,2022-11
20221201,01/12/2022,2022,4,12,December,2022-12
20221202,02/12/2022,2022,4,12,December,2022-12
20221203,03/12/2022,2022,4,12,December,2022-12
20221204,04/12/2022,2022,4,12,December,2022-12
20221205,05/12/2022,2022,4,12,December,2022-12
20221206,06/12/2022,2022,4,12,December,2022-12
20221207,07/12/2022,2022,4,12,December,2022-12
20221208,08/12/2022,2022,4,12,December,2022-12
20221209,09/12/2022,2022,4,12,December,2022-12
20221210,10/12/2022,2022,4,12,December,2022-12
20221211,11/12/2022,2022,4,12,December,2022-12
20221212,12/12/2022,2022,4,12,December,2022-12
20221213,13/12/2022,2022,4,12,December,2022-12
20221214,14/12/2022,2022,4,12,December,2022-12
20221215,15/12/2022,2022,4,12,December,2022-12
20221216,16/12/2022,2022,4,12,December,2022-12
20221217,17/12/2022,2022,4,12,December,2022-12
20221218,18/12/2022,2022,4,12,December,2022-12
20221219,19/12/2022,2022,4,12,December,2022-12
20221220,20/12/2022,2022,4,12,December,2022-12
20221221,21/12/2022,2022,4,12,December,2022-12
20221222,22/12/2022,2022,4,12,December,2022-12
20221223,23/12/2022,2022,4,12,December,2022-12
20221224,24/12/2022,2022,4,12,December,2022-12
20221225,25/12/2022,2022,4,12,December,2022-12
20221226,26/12/2022,2022,4,12,December,2022-12
20221227,27/12/2022,2022,4,12,December,2022-12
20221228,28/12/2022,2022,4,12,December,2022-12
20221229,29/12/2022,2022,4,12,December,2022-12
20221230,30/12/2022,2022,4,12,December,2022-12
20221231,31/12/2022,2022,4,12,December,2022-12
20230101,01/01/2023,2023,1,1,January,2023-01
20230102,02/01/2023,2023,1,1,January,2023-01
20230103,03/01/2023,2023,1,1,January,2023-01
20230104,04/01/2023,2023,1,1,January,2023-01
20230105,05/01/2023,2023,1,1,January,2023-01
20230106,06/01/2023,2023,1,1,January,2023-01
20230107,07/01/2023,2023,1,1,January,2023-01
20230108,08/01/2023,2023,1,1,January,2023-01
20230109,09/01/2023,2023,1,1,January,2023-01
20230110,10/01/2023,2023,1,1,January,2023-01
20230111,11/01/2023,2023,1,1,January,2023-01
20230112,12/01/2023,2023,1,1,January,2023-01
20230113,13/01/2023,2023,1,1,January,2023-01
20230114,14/01/2023,2023,1,1,January,2023-01
20230115,15/01/2023,2023,1,1,January,2023-01
20230116,16/01/2023,2023,1,1,January,2023-01
20230117,17/01/2023,2023,1,1,January,2023-01
20230118,18/01/2023,2023,1,1,January,2023-01
